,ISU,GENDER,DATE_BIRTH,ST_YEAR,SEMESTER,DISC_ID,MAIN_PLAN,TYPE_NAME,MARK
1171,7514375068549181827,Ж,1980,2020/2021,6.0,13773644767734301532,1735447964736427415,Зачет,
1172,7514375068549181827,Ж,1980,2020/2021,6.0,13773644767734301532,11601735065314202486,Зачет,
1173,7514375068549181827,Ж,1980,2020/2021,6.0,13773644767734301532,11601735065314202486,Странный зачет,3.0
1174,11606719491760399568,М,1976,2019/2020,2.0,18407552255617863270,12229251672782950828,Зачет,
1175,11606719491760399568,М,1976,2019/2020,2.0,18407552255617863270,6400029993508373585,Зачет,
1176,11606719491760399568,М,1976,2019/2020,1.0,18407552255617863270,12229251672782950828,Зачет,
1177,11606719491760399568,М,1976,2019/2020,1.0,18407552255617863270,6400029993508373585,Зачет,
1178,11606719491760399568,М,1976,2020/2021,2.0,18407552255617863270,747061834329114922,Зачет,
1179,11606719491760399568,М,1976,2020/2021,2.0,18407552255617863270,10512842687094768531,Зачет,
1180,11606719491760399568,М,1976,2020/2021,1.0,18407552255617863270,747061834329114922,Зачет,
1181,11606719491760399568,М,1976,2020/2021,1.0,18407552255617863270,10512842687094768531,Зачет,
1182,11606719491760399568,М,1976,2018/2019,2.0,6363338426196305322,10681753568606010416,Экзамен,4.833333333333333
1183,11606719491760399568,М,1976,2018/2019,2.0,6363338426196305322,4618577268246216255,Экзамен,4.838709677419355
1184,11606719491760399568,М,1976,2018/2019,1.0,6363338426196305322,10681753568606010416,Зачет,
1185,11606719491760399568,М,1976,2018/2019,1.0,6363338426196305322,4618577268246216255,Зачет,
1186,11606719491760399568,М,1976,2020/2021,5.0,13124975575401466648,4618577268246216255,Экзамен,4.85
1187,11606719491760399568,М,1976,2020/2021,5.0,13124975575401466648,10681753568606010416,Экзамен,4.0
1188,5878890570336497968,М,1985,2019/2020,2.0,5632842179219399308,4277008905584954292,Экзамен,4.1923076923076925
1189,5878890570336497968,М,1985,2020/2021,2.0,5632842179219399308,16759785683902129918,Экзамен,4.0
1190,5878890570336497968,М,1985,2018/2019,1.0,16222743463841030491,4913217172818464925,Зачет,
1191,1385289196846817904,М,1984,2018/2019,2.0,3974502934019510056,12583935990411924420,Экзамен,3.815384615384616
1192,1385289196846817904,М,1984,2018/2019,1.0,3974502934019510056,12583935990411924420,Экзамен,4.036199095022624
1193,1385289196846817904,М,1984,2019/2020,2.0,3974502934019510056,10782470634773039372,Экзамен,3.761421319796954
1194,1385289196846817904,М,1984,2019/2020,1.0,3974502934019510056,10782470634773039372,Экзамен,4.050925925925926
1195,1385289196846817904,М,1984,2020/2021,2.0,3974502934019510056,1374772077571893125,Экзамен,3.590643274853801
1196,1385289196846817904,М,1984,2020/2021,1.0,3974502934019510056,1374772077571893125,Экзамен,3.8310502283105023
1197,1385289196846817904,М,1984,2020/2021,3.0,1767269106039123588,10782470634773039372,Зачет,
1198,1385289196846817904,М,1984,2020/2021,3.0,1767269106039123588,10782470634773039372,Странный зачет,3.0
1199,1385289196846817904,М,1984,2019/2020,3.0,3423863054039778747,12583935990411924420,Зачет,
1200,1385289196846817904,М,1984,2019/2020,3.0,3423863054039778747,12583935990411924420,Странный зачет,4.0
1201,1385289196846817904,М,1984,2019/2020,,3423863054039778747,1486340937557991862,,
1202,1385289196846817904,М,1984,2020/2021,4.0,17697668345227598627,10782470634773039372,Экзамен,3.5454545454545454
1203,1385289196846817904,М,1984,2019/2020,4.0,3622254173002060835,12583935990411924420,Экзамен,3.9794520547945207
1204,6753241790737832665,М,1977,2018/2019,1.0,15184687608032834671,4969477580156330720,Курсовой проект,4.054054054054054
1205,6753241790737832665,М,1977,2018/2019,1.0,15184687608032834671,4969477580156330720,Экзамен,4.095238095238095
1206,6753241790737832665,М,1977,2018/2019,1.0,15184687608032834671,13019929768422386211,Курсовой проект,4.155172413793103
1207,6753241790737832665,М,1977,2018/2019,1.0,15184687608032834671,13019929768422386211,Экзамен,4.184615384615385
1208,6753241790737832665,М,1977,2019/2020,1.0,989161760490729005,8245777510924300282,Курсовой проект,4.488372093023256
1209,6753241790737832665,М,1977,2019/2020,1.0,989161760490729005,8245777510924300282,Экзамен,4.111111111111111
1210,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,6612640601623325017,Экзамен,4.230769230769231
1211,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,12572440150254943648,Экзамен,4.44
1212,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,12229251672782950828,Экзамен,3.928571428571429
1213,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,17704007319279137892,Экзамен,4.3
1214,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,5362976524072356586,Экзамен,4.092592592592593
1215,6753241790737832665,М,1977,2019/2020,1.0,11995378598283258517,6400029993508373585,Экзамен,4.227272727272728
1216,6753241790737832665,М,1977,2020/2021,1.0,11995378598283258517,9271751027415738909,Экзамен,4.08
1217,6753241790737832665,М,1977,2020/2021,1.0,11995378598283258517,747061834329114922,Экзамен,4.2105263157894735
1218,6753241790737832665,М,1977,2020/2021,1.0,11995378598283258517,11537816928867622181,Экзамен,4.0
1219,6753241790737832665,М,1977,2020/2021,1.0,11995378598283258517,10512842687094768531,Экзамен,4.333333333333333
1220,6753241790737832665,М,1977,2020/2021,1.0,11995378598283258517,17341378711746966940,Экзамен,3.85
1221,6753241790737832665,М,1977,2020/2021,2.0,3942336063294957065,4024211656037889459,Зачет,
1222,6753241790737832665,М,1977,2020/2021,2.0,3942336063294957065,4024211656037889459,Странный зачет,4.0
1223,6753241790737832665,М,1977,2020/2021,1.0,3942336063294957065,4024211656037889459,Зачет,
1224,6753241790737832665,М,1977,2018/2019,2.0,7389859589174873380,11623170453297887849,Экзамен,4.526315789473684
1225,6753241790737832665,М,1977,2018/2019,1.0,7389859589174873380,11623170453297887849,Зачет,
1226,6753241790737832665,М,1977,2018/2019,1.0,17190393298741744830,13853157285610124152,Зачет,
1227,6753241790737832665,М,1977,2018/2019,1.0,17190393298741744830,16219543663792592790,Зачет,
1228,6753241790737832665,М,1977,2019/2020,2.0,1748261051488913628,15970149812698605927,Дифференцированный зачет,4.352941176470588
1229,6753241790737832665,М,1977,2019/2020,1.0,1748261051488913628,15970149812698605927,Зачет,
1230,6753241790737832665,М,1977,2019/2020,1.0,1748261051488913628,15970149812698605927,Странный зачет,3.0
1231,6753241790737832665,М,1977,2019/2020,1.0,15928206039781824216,1959684331878544858,Зачет,
1232,6753241790737832665,М,1977,2019/2020,1.0,15928206039781824216,1959684331878544858,Странный зачет,3.0
1233,6753241790737832665,М,1977,2019/2020,1.0,15928206039781824216,17612328442276550730,Зачет,
1234,6753241790737832665,М,1977,2020/2021,1.0,15928206039781824216,8112094304307140942,Зачет,
1235,6753241790737832665,М,1977,2020/2021,1.0,15928206039781824216,5283359639739198,Зачет,
1236,6753241790737832665,М,1977,2020/2021,6.0,14773008435536355635,11623170453297887849,Дифференцированный зачет,4.75
1237,4202875980193113989,М,1978,2018/2019,1.0,17093113622314198712,5702036724245840580,Зачет,
1238,4202875980193113989,М,1978,2019/2020,1.0,17093113622314198712,10080731777079285074,Зачет,
1239,4202875980193113989,М,1978,2019/2020,1.0,17093113622314198712,10080731777079285074,Странный зачет,3.0
1240,4202875980193113989,М,1978,2020/2021,1.0,4967801109387369796,7022805511762894813,Дифференцированный зачет,4.295373665480427
1241,4202875980193113989,М,1978,2018/2019,2.0,7801057662439338069,5702036724245840580,Экзамен,3.923809523809524
1242,4202875980193113989,М,1978,2019/2020,2.0,7801057662439338069,10080731777079285074,Экзамен,3.584229390681004
1243,4202875980193113989,М,1978,2019/2020,4.0,1488291114075730721,5702036724245840580,Зачет,
1244,4202875980193113989,М,1978,2019/2020,4.0,1488291114075730721,5702036724245840580,Странный зачет,3.333333333333333
1245,4202875980193113989,М,1978,2019/2020,3.0,16419733253148148078,5702036724245840580,Экзамен,4.068783068783069
1246,4202875980193113989,М,1978,2020/2021,2.0,10823214042303750579,7022805511762894813,Дифференцированный зачет,3.48689138576779
1247,4202875980193113989,М,1978,2020/2021,1.0,10823214042303750579,7022805511762894813,Дифференцированный зачет,3.606060606060606
1248,4202875980193113989,М,1978,2019/2020,2.0,15581569165766148826,10080731777079285074,Экзамен,3.388111888111888
1249,4202875980193113989,М,1978,2019/2020,1.0,15581569165766148826,10080731777079285074,Зачет,
1250,4202875980193113989,М,1978,2019/2020,1.0,15581569165766148826,10080731777079285074,Странный зачет,3.0
1251,14748481673069100460,Ж,1978,2018/2019,2.0,3282790684654462768,3907047879618742577,Экзамен,4.833333333333333
1252,14748481673069100460,Ж,1978,2018/2019,2.0,3282790684654462768,4862064472418713298,Экзамен,4.133333333333334
1253,14748481673069100460,Ж,1978,2018/2019,1.0,3282790684654462768,3907047879618742577,Зачет,
1254,14748481673069100460,Ж,1978,2018/2019,1.0,3282790684654462768,4862064472418713298,Зачет,
1255,14748481673069100460,Ж,1978,2019/2020,2.0,3282790684654462768,12802389387899367182,Экзамен,4.2
1256,14748481673069100460,Ж,1978,2019/2020,2.0,3282790684654462768,2580376221820191753,Экзамен,4.129032258064516
1257,14748481673069100460,Ж,1978,2019/2020,1.0,3282790684654462768,12802389387899367182,Зачет,
1258,14748481673069100460,Ж,1978,2019/2020,1.0,3282790684654462768,12802389387899367182,Странный зачет,4.0
1259,14748481673069100460,Ж,1978,2019/2020,1.0,3282790684654462768,2580376221820191753,Зачет,
1260,14748481673069100460,Ж,1978,2020/2021,2.0,3282790684654462768,5462297023180158959,Экзамен,4.36
1261,14748481673069100460,Ж,1978,2020/2021,1.0,3282790684654462768,5462297023180158959,Зачет,
1262,14748481673069100460,Ж,1978,2019/2020,4.0,7841137214067157549,3907047879618742577,Экзамен,4.3
1263,14748481673069100460,Ж,1978,2019/2020,4.0,7841137214067157549,13296613252650366679,Экзамен,3.954545454545455
1264,14748481673069100460,Ж,1978,2019/2020,4.0,7841137214067157549,4862064472418713298,Экзамен,4.15
1265,14748481673069100460,Ж,1978,2019/2020,4.0,7841137214067157549,15820306466107805201,Экзамен,4.0
1266,14748481673069100460,Ж,1978,2019/2020,,7841137214067157549,3636112309748229871,,
1267,14748481673069100460,Ж,1978,2019/2020,4.0,7841137214067157549,3571631677927574490,Экзамен,4.142857142857143
1268,14748481673069100460,Ж,1978,2019/2020,,7841137214067157549,4913217172818464925,,
1269,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,8417928891314317457,Зачет,
1270,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,12560046016913273528,Зачет,
1271,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,13732214739730995501,Зачет,
1272,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,13732214739730995501,Странный зачет,3.0
1273,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,13375611964137636918,Зачет,
1274,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,2706752985219858469,Зачет,
1275,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,17162917803735082794,Зачет,
1276,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,5328810178737643245,Зачет,
1277,12446540622853222182,М,1980,2019/2020,4.0,1065973078931955252,12005014290413026222,Зачет,
1278,12446540622853222182,М,1980,2020/2021,4.0,1065973078931955252,18325036910583094652,Зачет,
1279,12446540622853222182,М,1980,2020/2021,4.0,1065973078931955252,1854074314071699082,Зачет,
1280,12446540622853222182,М,1980,2020/2021,4.0,1065973078931955252,10913539923776105000,Зачет,
1281,12446540622853222182,М,1980,2020/2021,4.0,1065973078931955252,18088832473350900077,Зачет,
1282,10675543341264651044,М,1975,2019/2020,4.0,1445130793948639985,12583935990411924420,Курсовой проект,3.4186046511627906
1283,10675543341264651044,М,1975,2019/2020,4.0,1445130793948639985,12583935990411924420,Экзамен,3.423076923076923
1284,10675543341264651044,М,1975,2019/2020,,1445130793948639985,1486340937557991862,,
1285,10675543341264651044,М,1975,2020/2021,4.0,1445130793948639985,10782470634773039372,Курсовой проект,3.2278481012658227
1286,10675543341264651044,М,1975,2020/2021,4.0,1445130793948639985,10782470634773039372,Экзамен,3.23125
1287,6528882357031466266,Ж,1951,2019/2020,3.0,4228540130414789563,10063135663229342125,Зачет,
1288,6528882357031466266,Ж,1951,2019/2020,3.0,4228540130414789563,8119954803121849123,Зачет,
1289,6528882357031466266,Ж,1951,2019/2020,3.0,4228540130414789563,10681753568606010416,Зачет,
1290,6528882357031466266,Ж,1951,2019/2020,3.0,4228540130414789563,4618577268246216255,Зачет,
1291,6528882357031466266,Ж,1951,2019/2020,3.0,2117979228636550371,15803397244579105871,Зачет,
1292,13893273019303322642,М,1977,2019/2020,2.0,15247948389125777672,3259025934245756351,Экзамен,4.45945945945946
1293,13893273019303322642,М,1977,2018/2019,1.0,11881518942022588901,3636112309748229871,Зачет,
1294,13893273019303322642,М,1977,2020/2021,2.0,7106831492577706374,11572466657018792275,Зачет,
1295,13893273019303322642,М,1977,2020/2021,2.0,7106831492577706374,11572466657018792275,Странный зачет,5.0
1296,13893273019303322642,М,1977,2020/2021,4.0,5903605426320853906,3259025934245756351,Дифференцированный зачет,4.608695652173913
1297,4245247979622547157,М,1979,2020/2021,5.0,3041844912193141757,13296613252650366679,Зачет,
1298,4245247979622547157,М,1979,2020/2021,5.0,3041844912193141757,3571631677927574490,Зачет,
1299,4245247979622547157,М,1979,2020/2021,5.0,3041844912193141757,3571631677927574490,Странный зачет,3.0
1300,14068931748326825436,Ж,1978,2020/2021,5.0,6334443883799119050,13296613252650366679,Дифференцированный зачет,4.222222222222222
1301,13787852735965753103,М,1976,2019/2020,4.0,4795106984673889141,4862064472418713298,Дифференцированный зачет,4.75
1302,13787852735965753103,М,1976,2020/2021,4.0,4795106984673889141,2580376221820191753,Дифференцированный зачет,4.7
1303,13787852735965753103,М,1976,2019/2020,4.0,16991541048427608040,3907047879618742577,Дифференцированный зачет,4.818181818181818
1304,13787852735965753103,М,1976,2020/2021,4.0,16991541048427608040,12802389387899367182,Дифференцированный зачет,4.222222222222222
1305,13787852735965753103,М,1976,2020/2021,5.0,16991541048427608040,3907047879618742577,Дифференцированный зачет,5.0
1306,13787852735965753103,М,1976,2020/2021,5.0,10883525336187630189,3907047879618742577,Зачет,
1307,13787852735965753103,М,1976,2020/2021,5.0,10883525336187630189,4862064472418713298,Зачет,
1308,8900918610191111831,М,1986,2020/2021,6.0,4746694673529785797,2706752985219858469,Дифференцированный зачет,4.444444444444445
1309,8900918610191111831,М,1986,2019/2020,1.0,14872157141526916364,10913539923776105000,Экзамен,4.470588235294118
1310,8900918610191111831,М,1986,2020/2021,1.0,14872157141526916364,16432325459770391787,Экзамен,4.75
1311,8900918610191111831,М,1986,2019/2020,3.0,9782392627161883239,2706752985219858469,Экзамен,4.181818181818182
1312,8900918610191111831,М,1986,2020/2021,6.0,16594333563838735769,2706752985219858469,Экзамен,3.9
1313,8900918610191111831,М,1986,2020/2021,5.0,16594333563838735769,2706752985219858469,Зачет,
1314,17066487324813950768,М,1985,2019/2020,4.0,12019964007450269654,4969477580156330720,Зачет,
1315,17066487324813950768,М,1985,2019/2020,2.0,9302928434630843576,10572588772961100256,Экзамен,4.352941176470588
1316,17066487324813950768,М,1985,2019/2020,2.0,9302928434630843576,7966496951094781313,Экзамен,3.0
1317,17066487324813950768,М,1985,2019/2020,,9302928434630843576,15205345225617148514,,
1318,17066487324813950768,М,1985,2019/2020,1.0,15916426326622837292,10782470634773039372,Экзамен,3.7477064220183487
1319,17066487324813950768,М,1985,2020/2021,1.0,626617645851559829,1374772077571893125,Экзамен,3.482142857142857
1320,17066487324813950768,М,1985,2018/2019,2.0,7770676719070073285,12583935990411924420,Экзамен,3.66
1321,17066487324813950768,М,1985,2019/2020,2.0,7770676719070073285,10782470634773039372,Экзамен,3.590909090909091
1322,17066487324813950768,М,1985,2020/2021,2.0,7770676719070073285,1374772077571893125,Экзамен,3.558139534883721
1323,17066487324813950768,М,1985,2020/2021,1.0,7184831763810854379,7388730471848906305,Экзамен,3.409090909090909
1324,17066487324813950768,М,1985,2019/2020,2.0,632526794458989038,12572440150254943648,Экзамен,5.0
1325,17066487324813950768,М,1985,2019/2020,2.0,632526794458989038,5362976524072356586,Экзамен,5.0
1326,17066487324813950768,М,1985,2020/2021,3.0,15205984920628896089,12572440150254943648,Экзамен,4.0
1327,17066487324813950768,М,1985,2020/2021,5.0,15205984920628896089,4618577268246216255,Экзамен,3.5
1328,17066487324813950768,М,1985,2020/2021,3.0,15205984920628896089,5362976524072356586,Экзамен,4.8
1329,17066487324813950768,М,1985,2020/2021,2.0,17288548520472227304,7388730471848906305,Экзамен,4.454545454545454
1330,17066487324813950768,М,1985,2020/2021,4.0,13315434798921119746,9629593494862722221,Экзамен,5.0
1331,17066487324813950768,М,1985,2020/2021,,3309617239493695062,15115632378910559073,,
1332,17066487324813950768,М,1985,2020/2021,2.0,3309617239493695062,1962974519541865273,Дифференцированный зачет,4.4
1333,17066487324813950768,М,1985,2020/2021,2.0,3309617239493695062,4664712865904477750,Дифференцированный зачет,5.0
1334,17066487324813950768,М,1985,2020/2021,,7435049916726029941,15205345225617148514,,
1335,17066487324813950768,М,1985,2020/2021,,7435049916726029941,7966496951094781313,,
1336,17066487324813950768,М,1985,2020/2021,4.0,7435049916726029941,10572588772961100256,Дифференцированный зачет,5.0
1337,17066487324813950768,М,1985,2020/2021,2.0,7435049916726029941,7022805511762894813,Дифференцированный зачет,5.0
1338,12154454565834922549,М,1977,2019/2020,4.0,17237363968637761553,11601735065314202486,Экзамен,4.037735849056604
1339,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,12572440150254943648,Экзамен,3.6666666666666665
1340,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,6400029993508373585,Экзамен,4.214285714285714
1341,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,12229251672782950828,Экзамен,3.8333333333333335
1342,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,5362976524072356586,Экзамен,3.8840579710144927
1343,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,6612640601623325017,Экзамен,3.8333333333333335
1344,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,17704007319279137892,Экзамен,4.583333333333333
1345,12154454565834922549,М,1977,2020/2021,4.0,17237363968637761553,9629593494862722221,Экзамен,4.0
1346,12154454565834922549,М,1977,2020/2021,5.0,18043062586384392771,11601735065314202486,Экзамен,3.928571428571429
1347,10727193569121070428,М,1984,2018/2019,1.0,8524378522522717873,1735447964736427415,Экзамен,3.909090909090909
1348,10727193569121070428,М,1984,2018/2019,1.0,8524378522522717873,11601735065314202486,Экзамен,3.90625
1349,10727193569121070428,М,1984,2019/2020,1.0,8524378522522717873,15497068133959288608,Экзамен,4.159090909090909
1350,10727193569121070428,М,1984,2019/2020,1.0,8524378522522717873,2516887713846954209,Экзамен,4.095652173913043
1351,10727193569121070428,М,1984,2020/2021,1.0,8524378522522717873,4833027042617058934,Экзамен,4.078212290502793
1352,10727193569121070428,М,1984,2020/2021,1.0,8524378522522717873,2670765318842283532,Экзамен,4.18
1353,10727193569121070428,М,1984,2020/2021,5.0,9091216578705295340,11601735065314202486,Зачет,
1354,10727193569121070428,М,1984,2020/2021,6.0,4347644348488952788,11623170453297887849,Экзамен,4.071428571428571
1355,10727193569121070428,М,1984,2019/2020,2.0,6673786453515598761,15970149812698605927,Экзамен,3.644230769230769
1356,16971041941430460880,М,1985,2019/2020,3.0,186925109830921404,5702036724245840580,Экзамен,3.4948453608247423
1357,16971041941430460880,М,1985,2018/2019,2.0,12321544587442271523,4352635255996225715,Экзамен,3.4834437086092715
1358,16971041941430460880,М,1985,2018/2019,1.0,12321544587442271523,4352635255996225715,Экзамен,3.4597701149425286
1359,16971041941430460880,М,1985,2019/2020,2.0,4253495733057509436,6612640601623325017,Экзамен,3.769230769230769
1360,16971041941430460880,М,1985,2019/2020,2.0,4253495733057509436,12229251672782950828,Экзамен,3.391304347826087
1361,16971041941430460880,М,1985,2019/2020,2.0,4253495733057509436,17704007319279137892,Экзамен,3.3684210526315788
1362,16971041941430460880,М,1985,2019/2020,2.0,4253495733057509436,6400029993508373585,Экзамен,3.1904761904761907
1363,16971041941430460880,М,1985,2019/2020,1.0,4253495733057509436,6612640601623325017,Экзамен,3.4615384615384617
1364,16971041941430460880,М,1985,2018/2019,2.0,6264647027297785704,1735447964736427415,Экзамен,3.5
1365,16971041941430460880,М,1985,2018/2019,2.0,6264647027297785704,16219543663792592790,Экзамен,3.5405405405405403
1366,16971041941430460880,М,1985,2018/2019,1.0,6264647027297785704,16219543663792592790,Экзамен,3.441860465116279
1367,16971041941430460880,М,1985,2019/2020,2.0,6264647027297785704,15497068133959288608,Экзамен,3.3459119496855347
1368,16971041941430460880,М,1985,2019/2020,1.0,6264647027297785704,15497068133959288608,Экзамен,3.591160220994475
1369,16971041941430460880,М,1985,2019/2020,1.0,6264647027297785704,1959684331878544858,Экзамен,3.422222222222222
1370,16971041941430460880,М,1985,2019/2020,1.0,6264647027297785704,17612328442276550730,Экзамен,3.341463414634146
1371,6689330086934809994,М,1985,2019/2020,3.0,14117172740964826343,1735447964736427415,Экзамен,3.7058823529411766
1372,6689330086934809994,М,1985,2019/2020,3.0,14117172740964826343,11601735065314202486,Экзамен,3.527272727272728
1373,6689330086934809994,М,1985,2020/2021,3.0,14117172740964826343,15497068133959288608,Экзамен,3.6495726495726495
1374,6689330086934809994,М,1985,2020/2021,3.0,14117172740964826343,2516887713846954209,Экзамен,3.619718309859155
1375,6689330086934809994,М,1985,2019/2020,2.0,1891257564832756647,15497068133959288608,Экзамен,3.724832214765101
1376,6689330086934809994,М,1985,2019/2020,2.0,1891257564832756647,2516887713846954209,Экзамен,3.484848484848485
1377,6689330086934809994,М,1985,2020/2021,1.0,1891257564832756647,4833027042617058934,Зачет,
1378,6689330086934809994,М,1985,2018/2019,2.0,15995345565423672793,12612448798936427967,Экзамен,4.142857142857143
1379,6689330086934809994,М,1985,2018/2019,2.0,15995345565423672793,10063135663229342125,Экзамен,3.4615384615384617
1380,6689330086934809994,М,1985,2018/2019,2.0,15995345565423672793,3363922121647122056,Экзамен,3.5454545454545454
1381,6689330086934809994,М,1985,2019/2020,2.0,15995345565423672793,12572440150254943648,Экзамен,3.5
1382,6689330086934809994,М,1985,2019/2020,2.0,15995345565423672793,5362976524072356586,Экзамен,3.606741573033708
1383,6689330086934809994,М,1985,2019/2020,1.0,15995345565423672793,6400029993508373585,Зачет,
1384,6689330086934809994,М,1985,2020/2021,6.0,15967600985610053045,1735447964736427415,Экзамен,3.807692307692308
1385,5932114900332488100,М,1984,2019/2020,3.0,13918121092798179072,13296613252650366679,Экзамен,3.7
1386,5932114900332488100,М,1984,2019/2020,3.0,13918121092798179072,3571631677927574490,Экзамен,3.8125
1387,5932114900332488100,М,1984,2020/2021,3.0,13918121092798179072,15549593930983347116,Экзамен,3.8
1388,5932114900332488100,М,1984,2020/2021,3.0,13918121092798179072,7130526432801337743,Экзамен,4.25
1389,16716876405761900651,М,1965,2020/2021,6.0,13643977117287662881,10681753568606010416,Зачет,
1390,16716876405761900651,М,1965,2020/2021,6.0,7113212045810899122,10063135663229342125,Экзамен,5.0
1391,16716876405761900651,М,1965,2020/2021,5.0,12799190042557535336,4618577268246216255,Экзамен,4.9
1392,16716876405761900651,М,1965,2020/2021,5.0,12799190042557535336,10681753568606010416,Экзамен,3.875
1393,4473285426946935797,М,1969,2019/2020,3.0,14117172740964826343,13853157285610124152,Экзамен,3.742857142857143
1394,4473285426946935797,М,1969,2019/2020,4.0,2637969720536644820,13853157285610124152,Зачет,
1395,4473285426946935797,М,1969,2020/2021,4.0,2637969720536644820,1959684331878544858,Зачет,
1396,4473285426946935797,М,1969,2020/2021,4.0,2637969720536644820,17612328442276550730,Зачет,
1397,4473285426946935797,М,1969,2020/2021,4.0,2637969720536644820,17612328442276550730,Странный зачет,3.5
1398,4473285426946935797,М,1969,2018/2019,1.0,10019954469327324659,13853157285610124152,Экзамен,3.431034482758621
1399,4473285426946935797,М,1969,2020/2021,6.0,14922139953956563984,13853157285610124152,Экзамен,4.5
1400,4473285426946935797,М,1969,2020/2021,5.0,14922139953956563984,13853157285610124152,Экзамен,4.0625
1401,4473285426946935797,М,1969,2018/2019,2.0,1891257564832756647,13853157285610124152,Экзамен,3.3191489361702127
1402,4473285426946935797,М,1969,2018/2019,1.0,1891257564832756647,13853157285610124152,Зачет,
1403,4473285426946935797,М,1969,2019/2020,2.0,1891257564832756647,1959684331878544858,Экзамен,3.5789473684210527
1404,4473285426946935797,М,1969,2019/2020,2.0,1891257564832756647,17612328442276550730,Экзамен,3.4153846153846152
1405,4473285426946935797,М,1969,2019/2020,1.0,1891257564832756647,1959684331878544858,Зачет,
1406,4473285426946935797,М,1969,2019/2020,1.0,1891257564832756647,17612328442276550730,Зачет,
1407,4473285426946935797,М,1969,2019/2020,1.0,1891257564832756647,17612328442276550730,Странный зачет,4.0
1408,4473285426946935797,М,1969,2020/2021,2.0,1891257564832756647,8112094304307140942,Экзамен,3.2
1409,4473285426946935797,М,1969,2020/2021,2.0,1891257564832756647,5283359639739198,Экзамен,3.2222222222222223
1410,4473285426946935797,М,1969,2020/2021,1.0,1891257564832756647,8112094304307140942,Зачет,
1411,4473285426946935797,М,1969,2020/2021,1.0,1891257564832756647,5283359639739198,Зачет,
1412,12143602096815829261,М,1985,2020/2021,6.0,3171401340956564043,3636112309748229871,Дифференцированный зачет,4.0
1413,4504896247178924194,М,1977,2020/2021,5.0,13813789636797634422,13019929768422386211,Экзамен,4.666666666666667
1414,4504896247178924194,М,1977,2020/2021,5.0,13813789636797634422,6109444872767872868,Экзамен,4.6716417910447765
1415,4504896247178924194,М,1977,2020/2021,5.0,13813789636797634422,4969477580156330720,Экзамен,4.6
1416,4504896247178924194,М,1977,2020/2021,5.0,13813789636797634422,16434613202457195613,Экзамен,4.25
1417,4504896247178924194,М,1977,2018/2019,1.0,4005710851357310613,4969477580156330720,Экзамен,3.5121951219512195
1418,4504896247178924194,М,1977,2020/2021,6.0,5520838765151708252,13019929768422386211,Экзамен,4.875
1419,4504896247178924194,М,1977,2020/2021,6.0,18408798365432115167,12583935990411924420,Экзамен,3.9047619047619047
1420,4504896247178924194,М,1977,2020/2021,6.0,3772958792747539223,5702036724245840580,Экзамен,4.606896551724138
1421,4504896247178924194,М,1977,2019/2020,4.0,647038138490285196,5702036724245840580,Экзамен,4.319018404907975
1422,4504896247178924194,М,1977,2020/2021,4.0,647038138490285196,10080731777079285074,Экзамен,4.257894736842105
1423,4504896247178924194,М,1977,2020/2021,5.0,13359833912592114300,13019929768422386211,Зачет,
1424,4504896247178924194,М,1977,2020/2021,5.0,13359833912592114300,6109444872767872868,Зачет,
1425,4504896247178924194,М,1977,2020/2021,5.0,13359833912592114300,4969477580156330720,Зачет,
1426,4504896247178924194,М,1977,2020/2021,5.0,13359833912592114300,4442550088871083444,Зачет,
1427,4504896247178924194,М,1977,2020/2021,,13359833912592114300,7830320868500750743,,
1428,4504896247178924194,М,1977,2020/2021,6.0,8254308369939230408,13019929768422386211,Дифференцированный зачет,5.0
1429,4504896247178924194,М,1977,2019/2020,4.0,18390558032668201301,12583935990411924420,Экзамен,4.12
1430,4504896247178924194,М,1977,2019/2020,,18390558032668201301,1486340937557991862,,
1431,15217322963743156048,Ж,1976,2019/2020,1.0,4253495733057509436,6612640601623325017,Экзамен,3.4615384615384617
1432,15217322963743156048,Ж,1976,2019/2020,1.0,4253495733057509436,12229251672782950828,Экзамен,3.36
1433,15217322963743156048,Ж,1976,2019/2020,1.0,4253495733057509436,17704007319279137892,Экзамен,3.863636363636364
