,ISU,GENDER,CITIZENSHIP,EXAM_TYPE,EXAM_SUBJECT_1,EXAM_SUBJECT_2,EXAM_SUBJECT_3,ADMITTED_EXAM_1,ADMITTED_EXAM_2,ADMITTED_EXAM_3,ADMITTED_SUBJECT_PRIZE_LEVEL,REGION_ID
864,10050512953305484922,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,76.0,72.0,ЕГЭ,4877310761925081124
865,3003737551124423673,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,83.0,77.0,ЕГЭ,4877310761925081124
866,9701780978079877825,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,86.0,68.0,ЕГЭ,4877310761925081124
867,3980736967038325249,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,91.0,91.0,ЕГЭ,3499826374472820412
868,15560595679402158400,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,80.0,86.0,91.0,ЕГЭ,15783392701125935272
869,3332363542791035159,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,98.0,94.0,ЕГЭ,7805492244297918082
870,9654822079012462016,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,91.0,88.0,ЕГЭ,11008365547173299228
871,6991615688277386925,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,74.0,86.0,89.0,ЕГЭ,10949815829030522512
872,5656248624603003047,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,74.0,93.0,93.0,ЕГЭ,14408018814821080164
873,14978194891388136971,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,70.0,96.0,91.0,ЕГЭ,15440952371899658269
874,895464394010916913,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,72.0,78.0,95.0,ЕГЭ,3778175973883118527
875,2794458506536155940,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,96.0,100.0,97.0,ЕГЭ,698269158467562988
876,8422138249725558506,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,86.0,79.0,ЕГЭ,8611857524221992249
877,14459336930164699858,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,93.0,97.0,ЕГЭ,8552285770721582599
878,1851304074254408878,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,100.0,88.0,ЕГЭ,15990212999969728230
879,1227533568732797114,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,86.0,88.0,97.0,ЕГЭ,13699487308698232023
880,4307464751017890731,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,86.0,94.0,ЕГЭ,3499826374472820412
881,2740072025191172554,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,100.0,83.0,81.0,ЕГЭ,14816259123945808471
882,11903252124973316848,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,93.0,88.0,ЕГЭ,7485331589843791687
883,9280702630085388463,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,92.0,84.0,ЕГЭ,4877310761925081124
884,3966451359887940400,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,91.0,93.0,ЕГЭ,2238189431693141039
885,17156811749920807997,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,93.0,94.0,ЕГЭ,9081090908022044151
886,3363667932250812893,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,84.0,93.0,ЕГЭ,698269158467562988
887,11599201243333593353,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,100.0,91.0,ЕГЭ,7485331589843791687
888,17106787187434261160,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,91.0,77.0,ЕГЭ,872201316736140016
889,4298711490774139332,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,83.0,88.0,ЕГЭ,5114219431588033335
890,11575359686483736227,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1183855978477575755
891,5110363566050314611,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,81.0,83.0,ЕГЭ,4877310761925081124
892,2030141217848809799,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
893,17484677250754737099,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,16856079058758621152
894,1089102428326482711,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,16925236604731044042
895,10983279053029429455,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1360429390938723525
896,17743947737593116734,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,3.0,14404770572329717838
897,11739083535817929508,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,3.0,5707351439812748180
898,11619132221617200205,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,5114219431588033335
899,4646301171933962589,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,100.0,73.0,94.0,2.0,872201316736140016
900,3921062975470155814,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,100.0,72.0,97.0,2.0,1360429390938723525
901,17485069539271608767,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,0.0,14816259123945808471
902,15060720615014836005,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
903,6022779364780411662,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1183855978477575755
904,2234773448636591146,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,14816259123945808471
905,9713933804520351635,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,10540932117542805584,82.0,86.0,100.0,1.0,11008365547173299228
906,17964102715371993374,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
907,16725641154310911014,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,0.0,1183855978477575755
908,5965460568543705820,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,10540932117542805584,,,,1.0,15451606269988754565
909,6670270727609931068,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
910,1678736056269999348,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
911,13076688123499364491,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,7378542743194628944
912,1119588281882688430,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,6526615412229035694
913,5453478672373043773,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,16925236604731044042
914,4100700771397863521,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,86.0,93.0,97.0,ЕГЭ,15440952371899658269
915,14619963836453520298,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,90.0,100.0,97.0,ЕГЭ,15990212999969728230
916,16638266829347044756,М,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,96.0,86.0,91.0,ЕГЭ,2261031792167997226
917,2533615380684604235,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,98.0,100.0,86.0,ЕГЭ,4877310761925081124
918,7040489031912609562,Ж,15601729049989747827,ЕГЭ,5533732657842394915,70786669040476600,8388269026169219461,100.0,88.0,88.0,ЕГЭ,14816259123945808471
919,10291637497155102164,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,96.0,97.0,ЕГЭ,11008365547173299228
920,14874220144389883227,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,94.0,98.0,94.0,ЕГЭ,11008365547173299228
921,14317893699341014945,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,98.0,93.0,88.0,ЕГЭ,12131394604103335606
922,6335816867385618763,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,80.0,96.0,79.0,ЕГЭ,5383425397369052801
923,18396452991908442198,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,90.0,93.0,79.0,ЕГЭ,15356981229653043462
924,16400217966318219883,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,91.0,88.0,ЕГЭ,8611857524221992249
925,3855463555962869591,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,96.0,88.0,ЕГЭ,13212234532599156514
926,13702589341369812393,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,93.0,84.0,ЕГЭ,8027359186010888546
927,6492623634704098214,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,88.0,91.0,ЕГЭ,4877310761925081124
928,17643115256371449672,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,86.0,94.0,ЕГЭ,1109768648583698762
929,12430938437513540563,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,83.0,96.0,1.0,3168514873062973316
930,3277362790698491072,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,80.0,91.0,79.0,ЕГЭ,4877310761925081124
931,9427776421321222458,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,88.0,81.0,ЕГЭ,2415611341055362561
932,3157129620837163622,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,96.0,79.0,ЕГЭ,13212234532599156514
933,10948720366963246246,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,96.0,71.0,84.0,ЕГЭ,1496182996848054216
934,172829535229190776,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,88.0,94.0,ЕГЭ,4877310761925081124
935,3346596777793269372,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,81.0,73.0,ЕГЭ,10949815829030522512
936,2449275145937643857,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,96.0,81.0,ЕГЭ,1405490567833782717
937,7376632439148264990,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,72.0,97.0,ЕГЭ,13212234532599156514
938,17093236673770221363,М,2100647966528810364,ВИ,70786669040476600,8388269026169219461,11200029731125595475,87.0,97.0,63.0,ЕГЭ,5087927234000983963
939,16269292497307977068,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,69.0,81.0,ЕГЭ,4877310761925081124
940,3596113356945780560,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,88.0,75.0,ЕГЭ,4877310761925081124
941,5210858414790287946,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,96.0,73.0,ЕГЭ,4877310761925081124
942,16950024575210470006,М,15601729049989747827,ВИ,70786669040476600,8388269026169219461,5533732657842394915,60.0,80.0,78.0,ЕГЭ,17341978997214072207
943,8070927513878056066,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,62.0,71.0,79.0,ЕГЭ,4877310761925081124
944,16385322993024142171,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,91.0,73.0,ЕГЭ,4877310761925081124
945,1677773243236427460,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,62.0,86.0,81.0,ЕГЭ,8410490330815802684
946,15416818523527870151,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,86.0,83.0,88.0,ЕГЭ,8410490330815802684
947,2105143346591039867,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,62.0,76.0,77.0,ЕГЭ,8027359186010888546
948,10011247841830976438,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,91.0,91.0,ЕГЭ,8611857524221992249
949,2743723846184587535,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,93.0,75.0,ЕГЭ,4877310761925081124
950,10531469074386340271,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,62.0,73.0,ЕГЭ,4877310761925081124
951,17910946146976202662,М,8101511114765009757,ВИ,70786669040476600,8388269026169219461,5533732657842394915,76.0,67.0,92.0,ЕГЭ,5087927234000983963
952,9970134141313731193,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,70.0,76.0,69.0,ЕГЭ,4877310761925081124
953,18403970273388488245,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,73.0,72.0,65.0,ЕГЭ,4877310761925081124
954,9030113156323846015,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,66.0,73.0,ЕГЭ,4877310761925081124
955,12790326836707673433,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,96.0,73.0,ЕГЭ,14816259123945808471
956,10525946423924373667,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,11200029731125595475,68.0,69.0,62.0,ЕГЭ,4877310761925081124
957,8477071170100693998,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,96.0,94.0,87.0,ЕГЭ,4877310761925081124
958,15912214012882668802,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,91.0,81.0,ЕГЭ,4877310761925081124
959,9738740892266952813,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,75.0,96.0,ЕГЭ,8027359186010888546
960,7309749919422245712,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,86.0,84.0,ЕГЭ,8205464320989047869
961,2290182442096343573,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,81.0,83.0,ЕГЭ,4877310761925081124
962,11386181819709470781,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,88.0,82.0,ЕГЭ,1360429390938723525
963,12263126390386747213,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,93.0,83.0,ЕГЭ,8552285770721582599
964,4032307563020181590,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,88.0,91.0,ЕГЭ,15440952371899658269
965,11038830203489115866,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,81.0,83.0,ЕГЭ,14816259123945808471
966,9208906678236129176,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,88.0,91.0,ЕГЭ,15356981229653043462
967,8886728466660672063,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,98.0,71.0,97.0,ЕГЭ,1360429390938723525
968,898652351830990207,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,72.0,97.0,ЕГЭ,862071503166887787
969,7123613600207734759,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,100.0,84.0,ЕГЭ,14816259123945808471
970,3429696027317328074,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,79.0,92.0,79.0,ЕГЭ,1109768648583698762
971,7509944089165993041,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,90.0,91.0,ЕГЭ,4877310761925081124
972,5510718648237279635,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,88.0,88.0,ЕГЭ,5114219431588033335
973,6410515160343019313,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,96.0,94.0,ЕГЭ,15874707964024214396
974,13315188366916696385,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,91.0,100.0,ЕГЭ,8611857524221992249
975,12261639855612892087,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,93.0,91.0,ЕГЭ,9081090908022044151
976,17563964513607175308,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,90.0,62.0,ЕГЭ,8287701357131515298
977,7720513501474224975,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,78.0,91.0,ЕГЭ,9081090908022044151
978,16587018330811303400,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5826293459260054492,72.0,81.0,67.0,ЕГЭ,4877310761925081124
979,15735657830545230853,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,10540932117542805584,78.0,72.0,76.0,ЕГЭ,1496182996848054216
980,1915198614700908356,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1360429390938723525
981,10718342671613817915,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,13699487308698232023
982,1033792623654902016,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
983,1670917352270905316,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,3.0,4877310761925081124
984,8937474134590828898,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,112354482202020164
985,6649047329309676341,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,96.0,94.0,3.0,15451606269988754565
986,12889722954000748956,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,8611857524221992249
987,4693484794690250448,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,14816259123945808471
988,10525059661427852175,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,8552285770721582599
989,14313713311578520510,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,100.0,91.0,80.0,2.0,4877310761925081124
990,7710299397779888642,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,10540932117542805584,,,,2.0,4877310761925081124
991,4734723645210617991,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
992,14923754632512280971,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
993,12486839286913992006,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,14816259123945808471
994,12222692357942592733,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1496182996848054216
995,12167029701433492464,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
996,17740199077276911604,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,8406816044508294759
997,16964605694905816803,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,100.0,93.0,91.0,1.0,12731406122716445910
998,15862029037815890823,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,91.0,100.0,3.0,14816259123945808471
999,17930134730380750445,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
1000,13061400458620715630,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,3.0,14816259123945808471
1001,16608848291402617544,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,1496182996848054216
1002,15239162380175516368,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,93.0,77.0,ЕГЭ,4877310761925081124
1003,12805441362942713193,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,80.0,98.0,77.0,ЕГЭ,4877310761925081124
1004,4995389653305569908,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,91.0,88.0,ЕГЭ,1511906182880739861
1005,11750526824363165263,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,85.0,82.0,100.0,ЕГЭ,4877310761925081124
1006,9344024434482267475,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,92.0,92.0,79.0,ЕГЭ,3168514873062973316
1007,223523732270424023,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,91.0,91.0,ЕГЭ,15356981229653043462
1008,55469721105444407,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,83.0,97.0,ЕГЭ,8552285770721582599
1009,1878327821279185982,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,86.0,97.0,ЕГЭ,15356981229653043462
1010,5688700592393680636,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,93.0,94.0,ЕГЭ,4652638424146327842
1011,17366330785882226105,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,83.0,94.0,ЕГЭ,13212234532599156514
1012,15896684649175575381,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,83.0,94.0,ЕГЭ,16925236604731044042
1013,6279349970006382865,М,15601729049989747827,ВИ,70786669040476600,8388269026169219461,5533732657842394915,83.0,88.0,94.0,ЕГЭ,4877310761925081124
1014,14665515989500536761,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,93.0,84.0,ЕГЭ,4877310761925081124
1015,12742004949278802888,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,93.0,81.0,ЕГЭ,3168514873062973316
1016,9482780487802648601,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,97.0,73.0,ЕГЭ,11008365547173299228
1017,18203296840410587808,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,93.0,88.0,ЕГЭ,8552285770721582599
1018,15422493644275394659,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,93.0,84.0,ЕГЭ,8410490330815802684
1019,10903454223908016205,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,88.0,88.0,ЕГЭ,370907251208805403
1020,13619428024468215596,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,88.0,86.0,91.0,ЕГЭ,14404770572329717838
1021,2702560688828216389,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,88.0,88.0,ЕГЭ,1360429390938723525
1022,1147960382230199009,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,74.0,88.0,87.0,ЕГЭ,4877310761925081124
1023,17219104108004189800,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,74.0,93.0,82.0,ЕГЭ,4877310761925081124
1024,17200240227406158177,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,77.0,87.0,88.0,ЕГЭ,1405490567833782717
1025,14874073645192880569,М,18373459101558879359,ВИ,70786669040476600,8388269026169219461,5533732657842394915,72.0,93.0,83.0,ЕГЭ,5087927234000983963
1026,12208886497596181058,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,78.0,84.0,ЕГЭ,8287701357131515298
1027,10714802633548846997,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,91.0,88.0,ЕГЭ,11008365547173299228
1028,8888467484168526821,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,70.0,96.0,83.0,ЕГЭ,4877310761925081124
1029,10256319208068823258,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,93.0,77.0,ЕГЭ,15874707964024214396
1030,7505295063831968442,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,10540932117542805584,88.0,70.0,94.0,ЕГЭ,12692000485755088437
1031,14482158309862010473,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,10540932117542805584,74.0,87.0,67.0,ЕГЭ,13699487308698232023
1032,5406016611417778452,М,3727742847557094117,ВИ,70786669040476600,11200029731125595475,8388269026169219461,60.0,0.0,96.0,ЕГЭ,5087927234000983963
1033,3506203792857810037,М,2100647966528810364,ВИ,70786669040476600,8388269026169219461,5533732657842394915,68.0,75.0,61.0,ЕГЭ,5087927234000983963
1034,4702940281124406621,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
1035,3088445419879010942,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,1496182996848054216
1036,14700860787988630853,Ж,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5826293459260054492,,,,1.0,5087927234000983963
1037,5391916977795345956,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,0.0,14404770572329717838
1038,1562424872741774025,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,8205464320989047869
1039,14202431508227687479,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,2.0,4877310761925081124
1040,5016397078508169554,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,8410490330815802684
1041,2341633709826726016,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
1042,15054944150571385506,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,90.0,81.0,2.0,17119224547502736839
