,ISU,KURS,DATE_START,DATE_END,PRIZNAK,MAIN_PLAN
3556,3340631191490420076,3,2020-09-01,2020-12-30 00:00:00,обучен,6572811899279529631
3557,3340631191490420076,3,2020-12-31,2021-08-31 00:00:00,обучен,6572811899279529631
3558,8513342827276062097,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
3559,8513342827276062097,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
3560,8513342827276062097,2,2018-09-01,2019-04-02 00:00:00,обучен,859090361626613984
3561,12271760692106105685,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3562,12271760692106105685,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3563,12271760692106105685,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3564,12271760692106105685,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3565,12271760692106105685,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3566,12271760692106105685,4,2020-09-01,2021-02-23 00:00:00,обучен,8931112486619862929
3567,12271760692106105685,4,2021-02-24,2021-08-31 00:00:00,академ,8931112486619862929
3568,8622173901189855020,1,2017-09-01,2017-09-01 00:00:00,обучен,6502627360976124984
3569,8622173901189855020,1,2017-09-02,2018-08-31 00:00:00,обучен,6502627360976124984
3570,8622173901189855020,2,2018-09-01,2018-09-01 00:00:00,обучен,6502627360976124984
3571,8622173901189855020,2,2018-09-02,2019-08-31 00:00:00,обучен,6502627360976124984
3572,8622173901189855020,3,2019-09-01,2020-08-31 00:00:00,обучен,6502627360976124984
3573,8622173901189855020,4,2020-09-01,2020-11-16 00:00:00,обучен,6502627360976124984
3574,270382146380862005,1,2017-09-01,2018-08-31 00:00:00,обучен,14021825321935117523
3575,270382146380862005,2,2018-09-01,2018-12-26 00:00:00,обучен,14021825321935117523
3576,270382146380862005,2,2018-12-27,2019-08-31 00:00:00,обучен,14021825321935117523
3577,270382146380862005,3,2019-09-01,2019-09-24 00:00:00,обучен,14021825321935117523
3578,10762148372890084510,1,2017-09-01,2018-08-31 00:00:00,обучен,1351844695490460707
3579,10762148372890084510,2,2018-09-01,2018-11-01 00:00:00,обучен,1351844695490460707
3580,10762148372890084510,2,2018-11-02,2019-03-17 00:00:00,обучен,1351844695490460707
3581,14040466764605537214,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3582,14040466764605537214,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3583,14040466764605537214,2,2018-09-01,2019-06-18 00:00:00,обучен,8931112486619862929
3584,14040466764605537214,2,2019-06-19,2019-08-31 00:00:00,обучен,8931112486619862929
3585,14040466764605537214,3,2019-09-01,2020-01-27 00:00:00,обучен,8931112486619862929
3586,14040466764605537214,3,2020-01-28,2020-08-31 00:00:00,академ,8931112486619862929
3587,14040466764605537214,3,2020-09-01,2020-09-01 00:00:00,обучен,8931112486619862929
3588,14040466764605537214,3,2020-09-02,2021-08-31 00:00:00,обучен,18294236973528381523
3589,13032417993692005225,1,2017-09-01,2018-08-31 00:00:00,обучен,859090361626613984
3590,13032417993692005225,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3591,13032417993692005225,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
3592,13032417993692005225,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
3593,13032417993692005225,4,2020-09-01,2021-07-01 00:00:00,обучен,859090361626613984
3594,18091778827732813843,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3595,18091778827732813843,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3596,18091778827732813843,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3597,18091778827732813843,2,2019-02-04,2019-03-05 00:00:00,обучен,8931112486619862929
3598,18091778827732813843,2,2019-03-06,2019-08-31 00:00:00,обучен,8931112486619862929
3599,18091778827732813843,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3600,18091778827732813843,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3601,18091778827732813843,4,2020-09-01,2020-12-30 00:00:00,обучен,8931112486619862929
3602,18091778827732813843,4,2020-12-31,2021-07-01 00:00:00,обучен,8931112486619862929
3603,14555471157347274367,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3604,14555471157347274367,1,2017-09-02,2018-03-27 00:00:00,обучен,8931112486619862929
3605,10617950247642298995,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3606,10617950247642298995,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3607,10617950247642298995,2,2018-09-01,2019-01-28 00:00:00,обучен,8931112486619862929
3608,10617950247642298995,2,2019-01-29,2019-08-31 00:00:00,обучен,8931112486619862929
3609,10617950247642298995,3,2019-09-01,2020-08-31 00:00:00,обучен,8931112486619862929
3610,10617950247642298995,4,2020-09-01,2020-11-05 00:00:00,обучен,8931112486619862929
3611,10617950247642298995,4,2020-11-06,2021-08-31 00:00:00,академ,8931112486619862929
3612,6333992251764315025,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3613,6333992251764315025,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3614,6333992251764315025,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3615,6333992251764315025,2,2019-02-04,2019-08-31 00:00:00,обучен,6502627360976124984
3616,6333992251764315025,3,2019-09-01,2019-12-29 00:00:00,обучен,6502627360976124984
3617,6333992251764315025,3,2019-12-30,2020-08-31 00:00:00,обучен,6502627360976124984
3618,6333992251764315025,4,2020-09-01,2020-12-30 00:00:00,обучен,6502627360976124984
3619,6333992251764315025,4,2020-12-31,2021-07-01 00:00:00,обучен,6502627360976124984
3620,13810445804759496705,1,2017-09-01,2018-08-31 00:00:00,обучен,15640730918606426910
3621,13810445804759496705,2,2018-09-01,2019-08-31 00:00:00,обучен,15640730918606426910
3622,13810445804759496705,3,2019-09-01,2019-09-02 00:00:00,обучен,15640730918606426910
3623,13810445804759496705,3,2019-09-03,2020-01-30 00:00:00,обучен,14783697039784574180
3624,13810445804759496705,3,2020-01-31,2020-08-31 00:00:00,обучен,14783697039784574180
3625,13810445804759496705,4,2020-09-01,2021-07-01 00:00:00,обучен,14783697039784574180
3626,4615389595499774666,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3627,4615389595499774666,1,2017-09-02,2018-07-02 00:00:00,обучен,8931112486619862929
3628,6078196922478735069,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3629,6078196922478735069,1,2017-09-02,2018-02-04 00:00:00,обучен,8931112486619862929
3630,6078196922478735069,1,2018-02-05,2018-08-31 00:00:00,обучен,8931112486619862929
3631,6078196922478735069,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3632,6078196922478735069,3,2019-09-01,2020-08-31 00:00:00,обучен,8931112486619862929
3633,6078196922478735069,4,2020-09-01,2021-08-30 00:00:00,обучен,8931112486619862929
3634,13294148679031301889,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3635,13294148679031301889,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3636,13294148679031301889,2,2018-09-01,2019-04-08 00:00:00,обучен,8931112486619862929
3637,13294148679031301889,2,2019-04-09,2019-06-10 00:00:00,обучен,8931112486619862929
3638,13294148679031301889,2,2019-06-11,2019-08-31 00:00:00,отчисл,8931112486619862929
3639,13294148679031301889,1,2019-09-01,2019-09-01 00:00:00,обучен,10435077932447846356
3640,13294148679031301889,1,2019-09-02,2020-08-31 00:00:00,обучен,10435077932447846356
3641,13294148679031301889,2,2020-09-01,2021-02-07 00:00:00,обучен,10435077932447846356
3642,13294148679031301889,2,2021-02-08,2021-08-31 00:00:00,обучен,10435077932447846356
3643,9301908895873198753,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3644,9301908895873198753,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3645,9301908895873198753,2,2018-09-01,2018-10-21 00:00:00,обучен,8931112486619862929
3646,9301908895873198753,2,2018-10-22,2019-08-31 00:00:00,обучен,8931112486619862929
3647,9301908895873198753,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3648,9301908895873198753,3,2019-12-30,2020-06-16 00:00:00,обучен,8931112486619862929
3649,9301908895873198753,3,2020-06-17,2021-01-31 00:00:00,академ,8931112486619862929
3650,9301908895873198753,3,2021-02-01,2021-08-31 00:00:00,обучен,18294236973528381523
3651,1436760812398177217,1,2017-09-01,2018-08-31 00:00:00,обучен,17451088205843824195
3652,1436760812398177217,2,2018-09-01,2018-09-01 00:00:00,обучен,17451088205843824195
3653,1436760812398177217,2,2018-09-02,2019-04-22 00:00:00,обучен,17451088205843824195
3654,1436760812398177217,2,2019-04-23,2019-08-31 00:00:00,обучен,17451088205843824195
3655,1436760812398177217,3,2019-09-01,2020-04-23 00:00:00,обучен,17451088205843824195
3656,5487280118799807104,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3657,5487280118799807104,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3658,5487280118799807104,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3659,5487280118799807104,2,2019-02-04,2019-08-31 00:00:00,обучен,6502627360976124984
3660,5487280118799807104,3,2019-09-01,2019-10-28 00:00:00,обучен,6502627360976124984
3661,14499758969064516408,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3662,14499758969064516408,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3663,14499758969064516408,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3664,14499758969064516408,2,2019-02-04,2019-08-31 00:00:00,обучен,6502627360976124984
3665,14499758969064516408,3,2019-09-01,2019-11-04 00:00:00,обучен,6502627360976124984
3666,14499758969064516408,3,2019-11-05,2020-02-04 00:00:00,отчисл,6502627360976124984
3667,14499758969064516408,2,2020-02-05,2020-02-16 00:00:00,обучен,1278215119866583870
3668,11575359686483736227,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
3669,11575359686483736227,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
3670,11575359686483736227,2,2018-09-01,2018-11-01 00:00:00,обучен,859090361626613984
3671,11575359686483736227,2,2018-11-02,2019-08-31 00:00:00,обучен,859090361626613984
3672,11575359686483736227,3,2019-09-01,2019-11-04 00:00:00,обучен,859090361626613984
3673,5110363566050314611,1,2017-09-01,2018-08-31 00:00:00,обучен,978336095212592939
3674,5110363566050314611,2,2018-09-01,2018-09-09 00:00:00,обучен,978336095212592939
3675,5110363566050314611,2,2018-09-10,2020-02-04 00:00:00,отчисл,978336095212592939
3676,5110363566050314611,1,2020-02-05,2020-08-31 00:00:00,обучен,7697097018886390709
3677,5110363566050314611,2,2020-09-01,2020-12-30 00:00:00,обучен,7697097018886390709
3678,5110363566050314611,2,2020-12-31,2021-08-31 00:00:00,обучен,7697097018886390709
3679,5110363566050314611,3,2021-09-01,2021-09-16 00:00:00,,7697097018886390709
3680,2030141217848809799,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3681,2030141217848809799,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3682,2030141217848809799,2,2018-09-01,2018-09-23 00:00:00,обучен,8931112486619862929
3683,2030141217848809799,2,2018-09-24,2019-08-31 00:00:00,обучен,8931112486619862929
3684,2030141217848809799,3,2019-09-01,2020-08-31 00:00:00,обучен,8931112486619862929
3685,2030141217848809799,4,2020-09-01,2020-11-02 00:00:00,обучен,8931112486619862929
3686,2030141217848809799,4,2020-11-03,2021-08-31 00:00:00,академ,8931112486619862929
3687,17484677250754737099,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
3688,17484677250754737099,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
3689,17484677250754737099,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3690,17484677250754737099,3,2019-09-01,2019-12-29 00:00:00,обучен,859090361626613984
3691,17484677250754737099,3,2019-12-30,2020-08-31 00:00:00,обучен,859090361626613984
3692,17484677250754737099,4,2020-09-01,2020-12-30 00:00:00,обучен,859090361626613984
3693,17484677250754737099,4,2020-12-31,2021-08-30 00:00:00,обучен,859090361626613984
3694,1089102428326482711,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
3695,1089102428326482711,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
3696,1089102428326482711,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3697,1089102428326482711,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
3698,1089102428326482711,4,2020-09-01,2020-12-30 00:00:00,обучен,859090361626613984
3699,1089102428326482711,4,2020-12-31,2021-03-21 00:00:00,обучен,859090361626613984
3700,1089102428326482711,4,2021-03-22,2021-08-31 00:00:00,академ,859090361626613984
3701,10983279053029429455,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3702,10983279053029429455,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3703,10983279053029429455,2,2018-09-01,2019-02-28 00:00:00,обучен,8931112486619862929
3704,10983279053029429455,2,2019-03-01,2019-08-31 00:00:00,академ,8931112486619862929
3705,10983279053029429455,2,2019-09-01,2019-12-29 00:00:00,обучен,18294236973528381523
3706,10983279053029429455,2,2019-12-30,2020-02-03 00:00:00,обучен,18294236973528381523
3707,10983279053029429455,2,2020-02-04,2020-08-31 00:00:00,обучен,18294236973528381523
3708,10983279053029429455,3,2020-09-01,2020-12-28 00:00:00,обучен,18294236973528381523
3709,10983279053029429455,3,2020-12-29,2021-08-31 00:00:00,академ,18294236973528381523
3710,17743947737593116734,1,2017-09-01,2018-06-28 00:00:00,обучен,1351844695490460707
3711,11739083535817929508,1,2017-09-01,2018-08-31 00:00:00,обучен,15640730918606426910
3712,11739083535817929508,2,2018-09-01,2018-10-08 00:00:00,обучен,15640730918606426910
3713,11619132221617200205,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3714,11619132221617200205,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3715,11619132221617200205,2,2018-09-01,2018-09-16 00:00:00,обучен,8931112486619862929
3716,4646301171933962589,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3717,4646301171933962589,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3718,4646301171933962589,2,2018-09-01,2019-03-13 00:00:00,обучен,8931112486619862929
3719,4646301171933962589,2,2019-03-14,2019-08-31 00:00:00,обучен,8931112486619862929
3720,4646301171933962589,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3721,4646301171933962589,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3722,4646301171933962589,4,2020-09-01,2021-06-04 00:00:00,обучен,8931112486619862929
3723,4646301171933962589,4,2021-06-05,2022-06-04 00:00:00,академ,8931112486619862929
3724,3921062975470155814,1,2017-09-01,2018-08-31 00:00:00,обучен,859090361626613984
3725,3921062975470155814,2,2018-09-01,2019-04-01 00:00:00,обучен,859090361626613984
3726,17485069539271608767,1,2017-09-01,2018-08-31 00:00:00,обучен,8931112486619862929
3727,17485069539271608767,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3728,17485069539271608767,2,2019-02-04,2019-08-31 00:00:00,обучен,8931112486619862929
3729,17485069539271608767,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3730,17485069539271608767,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3731,17485069539271608767,4,2020-09-01,2020-11-02 00:00:00,обучен,8931112486619862929
3732,17485069539271608767,4,2020-11-03,2021-08-31 00:00:00,академ,8931112486619862929
3733,15060720615014836005,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3734,15060720615014836005,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3735,15060720615014836005,2,2018-09-01,2018-11-18 00:00:00,обучен,8931112486619862929
3736,15060720615014836005,2,2018-11-19,2019-08-31 00:00:00,обучен,8931112486619862929
3737,15060720615014836005,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3738,15060720615014836005,3,2019-12-30,2020-02-04 00:00:00,обучен,8931112486619862929
3739,15060720615014836005,3,2020-02-05,2020-08-31 00:00:00,академ,8931112486619862929
3740,15060720615014836005,3,2020-09-01,2020-09-01 00:00:00,обучен,8931112486619862929
3741,15060720615014836005,3,2020-09-02,2021-03-01 00:00:00,обучен,18294236973528381523
3742,15060720615014836005,3,2021-03-02,2022-02-07 00:00:00,академ,18294236973528381523
3743,6022779364780411662,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3744,6022779364780411662,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3745,6022779364780411662,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3746,6022779364780411662,2,2019-02-04,2019-08-31 00:00:00,обучен,8931112486619862929
3747,6022779364780411662,3,2019-09-01,2020-08-31 00:00:00,обучен,8931112486619862929
3748,6022779364780411662,4,2020-09-01,2021-07-01 00:00:00,обучен,8931112486619862929
3749,2234773448636591146,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3750,2234773448636591146,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3751,2234773448636591146,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3752,2234773448636591146,3,2019-09-01,2019-09-01 00:00:00,обучен,8931112486619862929
3753,2234773448636591146,3,2019-09-02,2020-04-23 00:00:00,обучен,6502627360976124984
3754,9713933804520351635,1,2017-09-01,2018-02-04 00:00:00,обучен,16654543597654225508
3755,9713933804520351635,1,2018-02-05,2018-08-31 00:00:00,обучен,16852841563591445505
3756,9713933804520351635,2,2018-09-01,2018-09-01 00:00:00,обучен,16852841563591445505
3757,9713933804520351635,2,2018-09-02,2019-08-31 00:00:00,обучен,16852841563591445505
3758,9713933804520351635,3,2019-09-01,2020-08-31 00:00:00,обучен,16852841563591445505
3759,9713933804520351635,4,2020-09-01,2021-08-30 00:00:00,обучен,16852841563591445505
3760,17964102715371993374,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3761,17964102715371993374,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3762,17964102715371993374,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3763,17964102715371993374,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3764,17964102715371993374,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3765,17964102715371993374,4,2020-09-01,2021-03-14 00:00:00,обучен,8931112486619862929
3766,17964102715371993374,4,2021-03-15,2021-08-31 00:00:00,академ,8931112486619862929
3767,17964102715371993374,4,2021-09-01,2021-09-01 00:00:00,,18294236973528381523
3768,16725641154310911014,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3769,16725641154310911014,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3770,16725641154310911014,2,2018-09-01,2019-07-07 00:00:00,обучен,8931112486619862929
3771,16725641154310911014,2,2019-07-08,2019-08-31 00:00:00,обучен,7124037234063152298
3772,16725641154310911014,3,2019-09-01,2019-12-29 00:00:00,обучен,7124037234063152298
3773,16725641154310911014,3,2019-12-30,2020-08-31 00:00:00,обучен,7124037234063152298
3774,16725641154310911014,4,2020-09-01,2021-07-01 00:00:00,обучен,7124037234063152298
3775,5965460568543705820,1,2017-09-01,2018-08-31 00:00:00,обучен,14679079923424042637
3776,5965460568543705820,2,2018-09-01,2019-05-05 00:00:00,обучен,14679079923424042637
3777,6670270727609931068,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3778,6670270727609931068,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3779,6670270727609931068,2,2018-09-01,2019-01-08 00:00:00,обучен,8931112486619862929
3780,6670270727609931068,2,2019-01-09,2019-08-31 00:00:00,академ,8931112486619862929
3781,6670270727609931068,2,2019-09-01,2020-02-03 00:00:00,обучен,18294236973528381523
3782,6670270727609931068,2,2020-02-04,2020-08-31 00:00:00,обучен,18294236973528381523
3783,6670270727609931068,3,2020-09-01,2021-02-28 00:00:00,обучен,18294236973528381523
3784,6670270727609931068,3,2021-03-01,2021-08-31 00:00:00,академ,18294236973528381523
3785,1678736056269999348,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3786,1678736056269999348,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3787,1678736056269999348,2,2018-09-01,2019-07-16 00:00:00,обучен,8931112486619862929
3788,1678736056269999348,2,2019-07-17,2019-08-31 00:00:00,обучен,12141120943668491411
3789,1678736056269999348,3,2019-09-01,2019-12-29 00:00:00,обучен,12141120943668491411
3790,1678736056269999348,3,2019-12-30,2020-08-31 00:00:00,обучен,12141120943668491411
3791,1678736056269999348,4,2020-09-01,2020-12-30 00:00:00,обучен,12141120943668491411
3792,1678736056269999348,4,2020-12-31,2021-08-30 00:00:00,обучен,12141120943668491411
3793,13076688123499364491,1,2017-09-01,2018-08-31 00:00:00,обучен,859090361626613984
3794,13076688123499364491,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3795,13076688123499364491,3,2019-09-01,2020-08-31 00:00:00,обучен,859090361626613984
3796,13076688123499364491,4,2020-09-01,2021-08-30 00:00:00,обучен,859090361626613984
3797,1119588281882688430,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3798,1119588281882688430,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3799,1119588281882688430,2,2018-09-01,2018-10-24 00:00:00,обучен,8931112486619862929
3800,1119588281882688430,2,2018-10-25,2019-06-24 00:00:00,академ,8931112486619862929
3801,5453478672373043773,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3802,5453478672373043773,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3803,5453478672373043773,2,2018-09-01,2019-02-03 00:00:00,обучен,8931112486619862929
3804,5453478672373043773,2,2019-02-04,2019-08-31 00:00:00,обучен,8931112486619862929
3805,5453478672373043773,3,2019-09-01,2019-10-16 00:00:00,обучен,8931112486619862929
3806,5453478672373043773,3,2019-10-17,2020-08-31 00:00:00,академ,8931112486619862929
3807,5453478672373043773,3,2020-09-01,2020-09-01 00:00:00,обучен,8931112486619862929
3808,5453478672373043773,3,2020-09-02,2021-04-08 00:00:00,обучен,18294236973528381523
3809,1915198614700908356,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3810,1915198614700908356,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3811,1915198614700908356,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3812,1915198614700908356,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3813,1915198614700908356,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3814,1915198614700908356,4,2020-09-01,2020-12-30 00:00:00,обучен,8931112486619862929
3815,1915198614700908356,4,2020-12-31,2021-04-18 00:00:00,обучен,8931112486619862929
3816,1915198614700908356,4,2021-04-19,2021-04-19 00:00:00,академ,8931112486619862929
3817,1915198614700908356,4,2021-04-20,2021-06-04 00:00:00,обучен,8931112486619862929
3818,1915198614700908356,4,2021-06-05,2022-06-04 00:00:00,академ,8931112486619862929
3819,10718342671613817915,1,2017-09-01,2018-08-31 00:00:00,обучен,8931112486619862929
3820,10718342671613817915,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3821,10718342671613817915,3,2019-09-01,2019-12-29 00:00:00,обучен,8931112486619862929
3822,10718342671613817915,3,2019-12-30,2020-08-31 00:00:00,обучен,8931112486619862929
3823,10718342671613817915,4,2020-09-01,2020-12-30 00:00:00,обучен,8931112486619862929
3824,10718342671613817915,4,2020-12-31,2021-06-04 00:00:00,обучен,8931112486619862929
3825,10718342671613817915,4,2021-06-05,2022-06-04 00:00:00,академ,8931112486619862929
3826,1033792623654902016,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3827,1033792623654902016,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3828,1033792623654902016,2,2018-09-01,2019-08-31 00:00:00,обучен,8931112486619862929
3829,1033792623654902016,3,2019-09-01,2020-08-31 00:00:00,обучен,8931112486619862929
3830,1033792623654902016,4,2020-09-01,2021-08-30 00:00:00,обучен,8931112486619862929
3831,1670917352270905316,1,2017-09-01,2018-08-31 00:00:00,обучен,15640730918606426910
3832,1670917352270905316,2,2018-09-01,2018-09-10 00:00:00,обучен,15640730918606426910
3833,1670917352270905316,2,2018-09-11,2019-02-03 00:00:00,отчисл,15640730918606426910
3834,1670917352270905316,1,2019-02-04,2019-08-31 00:00:00,обучен,3299769316445740287
3835,1670917352270905316,2,2019-09-01,2019-10-27 00:00:00,обучен,3299769316445740287
3836,8937474134590828898,1,2017-09-01,2017-09-01 00:00:00,обучен,859090361626613984
3837,8937474134590828898,1,2017-09-02,2018-08-31 00:00:00,обучен,859090361626613984
3838,8937474134590828898,2,2018-09-01,2019-08-31 00:00:00,обучен,859090361626613984
3839,8937474134590828898,3,2019-09-01,2019-11-24 00:00:00,обучен,859090361626613984
3840,8937474134590828898,3,2019-11-25,2020-08-31 00:00:00,академ,859090361626613984
3841,8937474134590828898,3,2020-09-01,2020-09-01 00:00:00,обучен,859090361626613984
3842,8937474134590828898,3,2020-09-02,2021-04-05 00:00:00,обучен,6572811899279529631
3843,6649047329309676341,1,2017-09-01,2018-08-31 00:00:00,обучен,14021825321935117523
3844,6649047329309676341,2,2018-09-01,2019-08-31 00:00:00,обучен,14021825321935117523
3845,6649047329309676341,3,2019-09-01,2020-08-31 00:00:00,обучен,14021825321935117523
3846,6649047329309676341,4,2020-09-01,2021-08-30 00:00:00,обучен,14021825321935117523
3847,12889722954000748956,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3848,12889722954000748956,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
3849,12889722954000748956,2,2018-09-01,2019-06-30 00:00:00,обучен,8931112486619862929
3850,12889722954000748956,2,2019-07-01,2019-08-31 00:00:00,обучен,7013740412587272735
3851,12889722954000748956,3,2019-09-01,2019-12-29 00:00:00,обучен,7013740412587272735
3852,12889722954000748956,3,2019-12-30,2020-08-31 00:00:00,обучен,7013740412587272735
3853,12889722954000748956,4,2020-09-01,2021-08-30 00:00:00,обучен,7013740412587272735
3854,4693484794690250448,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3855,4693484794690250448,1,2017-09-02,2018-05-06 00:00:00,обучен,8931112486619862929
3856,4693484794690250448,1,2018-05-07,2018-08-31 00:00:00,отчисл,8931112486619862929
3857,4693484794690250448,1,2018-09-01,2018-09-01 00:00:00,обучен,6572811899279529631
3858,4693484794690250448,1,2018-09-02,2019-08-31 00:00:00,обучен,6572811899279529631
3859,4693484794690250448,2,2019-09-01,2019-12-29 00:00:00,обучен,6572811899279529631
3860,4693484794690250448,2,2019-12-30,2020-02-03 00:00:00,обучен,6572811899279529631
3861,4693484794690250448,2,2020-02-04,2020-05-15 00:00:00,обучен,6572811899279529631
3862,4693484794690250448,2,2020-05-16,2020-08-31 00:00:00,академ,6572811899279529631
3863,4693484794690250448,2,2020-09-01,2021-02-07 00:00:00,обучен,10435077932447846356
3864,4693484794690250448,2,2021-02-08,2021-08-31 00:00:00,обучен,10435077932447846356
3865,10525059661427852175,1,2017-09-01,2017-09-01 00:00:00,обучен,8931112486619862929
3866,10525059661427852175,1,2017-09-02,2018-08-31 00:00:00,обучен,8931112486619862929
